Data Start: 2025-10-04 09:25:19
Data End: 2025-10-04 09:43:58
Devicename: Multi Plankton Sampler MPS
IdentNo.: 5715

Net []
Range1: 0 to 5

Pressure [dbar]
Range1: 0.0 to 3000.0  Cal0: 3.067929E+3  Cal1: -5.655204E-2  Cal2: 5.574653E-7  Cal3: -3.003592E+0  Cal4: 1.484468E-4  Cal5: -1.375348E-9  Cal6: -2.595825E-1  Cal7: 7.258593E-2  Cal8: 1.46553E-8

Volume [m³]
Range1: 0 to 65000  Cal0: 2.5E-1

Flow in [m/s]
Range1: 0.0 to 9.9

Flow out [m/s]
Range1: 0.0 to 9.9

Flow ratio [%]
Range1: 0.00 to 200.00

Temperature [°C]
Range1: -2.000 to 32.000  Cal0: -2.43644E+0  Cal1: 5.90671E-4  Cal2: 0E+0

Conductivity [mS/cm]
Range1: 0.000 to 65.000  Cal0: -3.29545E-1  Cal1: 1.17396E-3  Cal2: 6.6904E-11

Salinity [PSU]
Range1: 0.000 to 94.000

Sound Vel. [m/s]
Range1: 1400.00 to 1600.00

Density [kg/m³]
Range1: 900.00 to 1100.00

Spec. Cond. [mS/cm]
Range1: 0.000 to 65.000

Header Comment

Ship:	James Cook	
Cruise:	JC28302
Station: RB_e		
Cast:	3	
Position:42 52.681 N 65 18.838 W		
Operator:C. Johnson	


Time [hh:mm:ss]	Net []	Pressure [dbar]	Volume [m³]	Flow in [m/s]	Flow out [m/s]	Flow ratio [%]	Temperature [°C]	Conductivity [mS/cm]	Salinity [PSU]	Sound Vel. [m/s]	Density [kg/m³]	Spec. Cond. [mS/cm]	Latitude	Longitude	UTC	Comments  [Index]
09:36:57	0	144.4	8	0.1	0.5	20.00	5.806	32.908	33.476	1474.41	1027.04	53.410	42°52'40.79'' N	65°18'48.46'' W	2025-10-04 12:37:02	
09:36:58	0	145.0	8	0.2	0.6	33.33	5.793	32.894	33.472	1474.36	1027.04	53.409	42°52'40.79'' N	65°18'48.46'' W	2025-10-04 12:37:03	
09:36:59	0	145.6	8	0.3	0.8	37.50	5.772	32.908	33.509	1474.33	1027.08	53.469	42°52'40.79'' N	65°18'48.45'' W	2025-10-04 12:37:04	
09:37:00	0	145.9	8	0.2	0.5	40.00	5.813	32.942	33.506	1474.50	1027.07	53.452	42°52'40.79'' N	65°18'48.44'' W	2025-10-04 12:37:05	
09:37:01	0	146.0	8	0.2	0.2	100.00	5.820	32.921	33.476	1474.49	1027.04	53.406	42°52'40.79'' N	65°18'48.43'' W	2025-10-04 12:37:06	
09:37:02	0	145.9	8	0.4	0.2	200.00	5.834	32.968	33.515	1474.60	1027.07	53.458	42°52'40.79'' N	65°18'48.42'' W	2025-10-04 12:37:07	
09:37:03	0	145.9	8	0.5	0.2	250.00	5.862	32.981	33.501	1474.69	1027.06	53.430	42°52'40.78'' N	65°18'48.41'' W	2025-10-04 12:37:08	
09:37:04	0	145.9	8	0.3	0.1	300.00	5.832	32.972	33.521	1474.60	1027.08	53.467	42°52'40.78'' N	65°18'48.40'' W	2025-10-04 12:37:09	
09:37:05	0	145.9	8	0.2	0.1	200.00	5.829	32.941	33.489	1474.54	1027.05	53.423	42°52'40.78'' N	65°18'48.40'' W	2025-10-04 12:37:10	
09:37:06	0	146.0	8	0.1	0.1	100.00	5.829	32.940	33.488	1474.54	1027.05	53.421	42°52'40.78'' N	65°18'48.40'' W	2025-10-04 12:37:11	
09:37:07	0	146.1	8	0.1	0.1	100.00	5.833	32.942	33.487	1474.56	1027.05	53.418	42°52'40.78'' N	65°18'48.39'' W	2025-10-04 12:37:12	
09:37:08	0	146.1	8	0.1	0.1	100.00	5.838	32.940	33.479	1474.57	1027.05	53.406	42°52'40.79'' N	65°18'48.39'' W	2025-10-04 12:37:13	
09:37:09	0	146.1	8	0.1	0.1	100.00	5.833	32.947	33.492	1474.57	1027.06	53.426	42°52'40.79'' N	65°18'48.39'' W	2025-10-04 12:37:14	
09:37:10	0	146.1	9	0.2	0.1	200.00	5.829	32.944	33.492	1474.55	1027.06	53.426	42°52'40.79'' N	65°18'48.38'' W	2025-10-04 12:37:15	
09:37:11	0	146.1	9	0.2	0.1	200.00	5.829	32.941	33.489	1474.55	1027.05	53.423	42°52'40.79'' N	65°18'48.37'' W	2025-10-04 12:37:16	
09:37:12	0	146.1	9	0.2	0.1	200.00	5.829	32.942	33.490	1474.55	1027.06	53.424	42°52'40.78'' N	65°18'48.36'' W	2025-10-04 12:37:17	
09:37:13	0	146.1	9	0.2	0.1	200.00	5.828	32.941	33.491	1474.54	1027.06	53.426	42°52'40.78'' N	65°18'48.35'' W	2025-10-04 12:37:18	
09:37:14	0	146.0	9	0.1	0.1	100.00	5.832	32.948	33.495	1474.56	1027.06	53.430	42°52'40.78'' N	65°18'48.34'' W	2025-10-04 12:37:19	
09:37:15	0	146.1	9	0.1	0.1	100.00	5.842	32.952	33.488	1474.60	1027.05	53.417	42°52'40.78'' N	65°18'48.34'' W	2025-10-04 12:37:20	
09:37:16	0	146.1	9	0.1	0.0	0.00	5.845	32.951	33.484	1474.60	1027.05	53.410	42°52'40.78'' N	65°18'48.34'' W	2025-10-04 12:37:21	
09:37:17	0	146.1	9	0.1	0.1	100.00	5.844	32.962	33.498	1474.62	1027.06	53.431	42°52'40.78'' N	65°18'48.33'' W	2025-10-04 12:37:22	
09:37:18	0	146.1	9	0.1	0.1	100.00	5.842	32.968	33.507	1474.62	1027.07	53.445	42°52'40.78'' N	65°18'48.32'' W	2025-10-04 12:37:23	
09:37:19	0	145.9	9	0.1	0.1	100.00	5.844	32.968	33.506	1474.62	1027.06	53.442	42°52'40.78'' N	65°18'48.32'' W	2025-10-04 12:37:24	
09:37:20	0	145.9	9	0.2	0.1	200.00	5.846	32.967	33.502	1474.63	1027.06	53.436	42°52'40.78'' N	65°18'48.31'' W	2025-10-04 12:37:25	
09:37:21	0	146.0	9	0.1	0.1	100.00	5.849	32.968	33.500	1474.64	1027.06	53.433	42°52'40.78'' N	65°18'48.31'' W	2025-10-04 12:37:26	
09:37:22	0	146.1	9	0.0	0.1	0.00	5.848	32.968	33.501	1474.64	1027.06	53.434	42°52'40.78'' N	65°18'48.30'' W	2025-10-04 12:37:27	
09:37:23	0	146.1	9	0.0	0.1	0.00	5.849	32.971	33.502	1474.64	1027.06	53.435	42°52'40.78'' N	65°18'48.29'' W	2025-10-04 12:37:28	
09:37:24	0	146.1	9	0.0	0.1	0.00	5.859	32.969	33.492	1474.67	1027.05	53.417	42°52'40.78'' N	65°18'48.28'' W	2025-10-04 12:37:29	
09:37:25	1	146.1	0	0.0	0.0	0.00	5.860	32.968	33.489	1474.67	1027.05	53.413	42°52'40.78'' N	65°18'48.28'' W	2025-10-04 12:37:30	
09:37:26	1	146.1	0	0.0	0.0	0.00	5.861	32.975	33.496	1474.68	1027.06	53.424	42°52'40.78'' N	65°18'48.27'' W	2025-10-04 12:37:31	
09:37:27	1	146.1	0	0.0	0.0	0.00	5.857	32.975	33.500	1474.67	1027.06	53.430	42°52'40.78'' N	65°18'48.26'' W	2025-10-04 12:37:32	
09:37:28	1	146.0	0	0.1	0.1	100.00	5.861	32.979	33.500	1474.69	1027.06	53.428	42°52'40.78'' N	65°18'48.26'' W	2025-10-04 12:37:33	
09:37:29	1	146.0	0	0.1	0.1	100.00	5.863	32.979	33.498	1474.69	1027.06	53.425	42°52'40.78'' N	65°18'48.26'' W	2025-10-04 12:37:34	
09:37:30	1	146.0	0	0.1	0.0	0.00	5.861	32.980	33.502	1474.69	1027.06	53.431	42°52'40.78'' N	65°18'48.25'' W	2025-10-04 12:37:35	
09:37:31	1	146.0	0	0.1	0.0	0.00	5.863	32.981	33.501	1474.70	1027.06	53.429	42°52'40.78'' N	65°18'48.24'' W	2025-10-04 12:37:36	
09:37:32	1	146.0	0	0.1	0.0	0.00	5.859	32.982	33.506	1474.69	1027.06	53.438	42°52'40.78'' N	65°18'48.23'' W	2025-10-04 12:37:37	
09:37:33	1	146.0	0	0.2	0.0	0.00	5.864	32.987	33.507	1474.71	1027.06	53.438	42°52'40.78'' N	65°18'48.22'' W	2025-10-04 12:37:38	
09:37:34	1	146.1	0	0.1	0.0	0.00	5.864	32.990	33.509	1474.71	1027.07	53.440	42°52'40.78'' N	65°18'48.22'' W	2025-10-04 12:37:39	
09:37:35	1	146.1	0	0.1	0.0	0.00	5.864	32.990	33.509	1474.71	1027.07	53.440	42°52'40.78'' N	65°18'48.21'' W	2025-10-04 12:37:40	
09:37:36	1	146.1	0	0.1	0.0	0.00	5.862	32.992	33.514	1474.71	1027.07	53.448	42°52'40.78'' N	65°18'48.21'' W	2025-10-04 12:37:41	
09:37:37	1	146.1	0	0.1	0.0	0.00	5.861	32.987	33.510	1474.70	1027.07	53.443	42°52'40.78'' N	65°18'48.20'' W	2025-10-04 12:37:42	
09:37:38	1	146.1	0	0.1	0.0	0.00	5.860	32.986	33.509	1474.70	1027.07	53.442	42°52'40.78'' N	65°18'48.20'' W	2025-10-04 12:37:43	
09:37:39	1	146.1	0	0.1	0.0	0.00	5.861	32.988	33.511	1474.70	1027.07	53.445	42°52'40.78'' N	65°18'48.19'' W	2025-10-04 12:37:44	
09:37:40	1	146.1	0	0.1	0.1	100.00	5.864	32.990	33.509	1474.71	1027.07	53.441	42°52'40.78'' N	65°18'48.19'' W	2025-10-04 12:37:45	
09:37:41	1	146.2	0	0.1	0.1	100.00	5.862	32.988	33.510	1474.71	1027.07	53.443	42°52'40.78'' N	65°18'48.17'' W	2025-10-04 12:37:46	
09:37:42	1	146.1	0	0.0	0.0	0.00	5.862	32.990	33.511	1474.71	1027.07	53.445	42°52'40.78'' N	65°18'48.17'' W	2025-10-04 12:37:47	
09:37:43	1	146.2	0	0.0	0.0	0.00	5.861	32.988	33.510	1474.70	1027.07	53.444	42°52'40.78'' N	65°18'48.16'' W	2025-10-04 12:37:48	
09:37:44	1	146.1	0	0.0	0.0	0.00	5.863	32.987	33.507	1474.71	1027.06	53.439	42°52'40.78'' N	65°18'48.16'' W	2025-10-04 12:37:49	
09:37:45	1	146.0	0	0.1	0.1	100.00	5.861	32.987	33.509	1474.70	1027.07	53.442	42°52'40.78'' N	65°18'48.15'' W	2025-10-04 12:37:50	
09:37:46	1	145.9	0	0.1	0.1	100.00	5.860	32.987	33.510	1474.69	1027.07	53.444	42°52'40.78'' N	65°18'48.14'' W	2025-10-04 12:37:51	
09:37:47	1	145.9	0	0.1	0.1	100.00	5.860	32.987	33.511	1474.69	1027.07	53.445	42°52'40.78'' N	65°18'48.13'' W	2025-10-04 12:37:52	
09:37:48	1	145.8	0	0.1	0.1	100.00	5.862	32.988	33.510	1474.70	1027.07	53.443	42°52'40.78'' N	65°18'48.12'' W	2025-10-04 12:37:53	
09:37:49	1	145.8	0	0.1	0.0	0.00	5.862	32.991	33.513	1474.70	1027.07	53.446	42°52'40.78'' N	65°18'48.11'' W	2025-10-04 12:37:54	
09:37:50	1	146.0	0	0.1	0.1	100.00	5.865	32.993	33.512	1474.72	1027.07	53.445	42°52'40.78'' N	65°18'48.11'' W	2025-10-04 12:37:55	
09:37:51	1	146.2	0	0.2	0.3	66.67	5.854	32.979	33.507	1474.67	1027.07	53.441	42°52'40.78'' N	65°18'48.11'' W	2025-10-04 12:37:56	
09:37:52	1	146.4	0	0.1	0.3	33.33	5.849	32.975	33.507	1474.66	1027.07	53.443	42°52'40.78'' N	65°18'48.10'' W	2025-10-04 12:37:57	
09:37:53	1	146.2	0	0.1	0.2	50.00	5.856	32.987	33.514	1474.69	1027.07	53.451	42°52'40.78'' N	65°18'48.10'' W	2025-10-04 12:37:58	
09:37:54	1	145.9	0	0.4	0.2	200.00	5.860	32.987	33.511	1474.69	1027.07	53.445	42°52'40.78'' N	65°18'48.09'' W	2025-10-04 12:37:59	
09:37:55	1	145.4	0	0.5	0.4	125.00	5.863	32.985	33.505	1474.69	1027.06	53.435	42°52'40.77'' N	65°18'48.08'' W	2025-10-04 12:38:00	
09:37:56	1	144.9	1	0.5	0.5	100.00	5.855	32.985	33.514	1474.66	1027.06	53.449	42°52'40.77'' N	65°18'48.07'' W	2025-10-04 12:38:01	
09:37:57	1	144.5	1	0.5	0.5	100.00	5.857	32.977	33.502	1474.65	1027.05	53.432	42°52'40.77'' N	65°18'48.06'' W	2025-10-04 12:38:02	
09:37:58	1	144.1	1	0.4	0.4	100.00	5.855	32.984	33.512	1474.65	1027.06	53.446	42°52'40.77'' N	65°18'48.05'' W	2025-10-04 12:38:03	
09:37:59	1	143.6	1	0.4	0.4	100.00	5.853	32.982	33.513	1474.63	1027.06	53.448	42°52'40.77'' N	65°18'48.04'' W	2025-10-04 12:38:04	
09:38:00	1	143.3	1	0.4	0.4	100.00	5.851	32.978	33.510	1474.61	1027.05	53.444	42°52'40.78'' N	65°18'48.04'' W	2025-10-04 12:38:05	
09:38:01	1	142.8	1	0.4	0.4	100.00	5.854	32.981	33.511	1474.62	1027.05	53.444	42°52'40.78'' N	65°18'48.03'' W	2025-10-04 12:38:06	
09:38:02	1	142.4	1	0.4	0.3	133.33	5.847	32.972	33.508	1474.58	1027.05	53.442	42°52'40.78'' N	65°18'48.03'' W	2025-10-04 12:38:07	
09:38:03	1	142.0	1	0.4	0.4	100.00	5.844	32.972	33.511	1474.57	1027.05	53.447	42°52'40.78'' N	65°18'48.02'' W	2025-10-04 12:38:08	
09:38:04	1	141.5	1	0.4	0.5	80.00	5.841	32.972	33.514	1474.55	1027.05	53.452	42°52'40.78'' N	65°18'48.02'' W	2025-10-04 12:38:09	
09:38:05	1	140.9	2	0.5	0.5	100.00	5.839	32.960	33.503	1474.52	1027.04	53.436	42°52'40.78'' N	65°18'48.01'' W	2025-10-04 12:38:10	
09:38:06	1	140.2	2	0.6	0.6	100.00	5.831	32.948	33.499	1474.47	1027.03	53.432	42°52'40.77'' N	65°18'48.01'' W	2025-10-04 12:38:11	
09:38:07	1	139.6	2	0.5	0.6	83.33	5.811	32.920	33.486	1474.37	1027.02	53.420	42°52'40.77'' N	65°18'47.99'' W	2025-10-04 12:38:12	
09:38:08	1	139.1	2	0.5	0.5	100.00	5.798	32.900	33.477	1474.29	1027.02	53.410	42°52'40.76'' N	65°18'47.98'' W	2025-10-04 12:38:13	
09:38:09	1	138.8	2	0.3	0.5	60.00	5.787	32.896	33.484	1474.25	1027.02	53.424	42°52'40.76'' N	65°18'47.97'' W	2025-10-04 12:38:14	
09:38:10	1	138.4	2	0.3	0.3	100.00	5.767	32.868	33.472	1474.15	1027.01	53.412	42°52'40.77'' N	65°18'47.96'' W	2025-10-04 12:38:15	
09:38:11	1	138.0	2	0.3	0.3	100.00	5.761	32.882	33.494	1474.15	1027.03	53.445	42°52'40.77'' N	65°18'47.96'' W	2025-10-04 12:38:16	
09:38:12	1	137.5	2	0.3	0.5	60.00	5.754	32.813	33.423	1474.02	1026.97	53.344	42°52'40.77'' N	65°18'47.96'' W	2025-10-04 12:38:17	
09:38:13	1	137.0	2	0.4	0.5	80.00	5.721	32.819	33.463	1473.93	1027.01	53.412	42°52'40.77'' N	65°18'47.96'' W	2025-10-04 12:38:18	
09:38:14	1	136.5	2	0.4	0.5	80.00	5.735	32.823	33.454	1473.97	1026.99	53.394	42°52'40.77'' N	65°18'47.95'' W	2025-10-04 12:38:19	
09:38:15	1	136.0	2	0.3	0.5	60.00	5.732	32.820	33.454	1473.95	1026.99	53.395	42°52'40.77'' N	65°18'47.95'' W	2025-10-04 12:38:20	
09:38:16	1	135.5	3	0.3	0.5	60.00	5.721	32.812	33.455	1473.90	1026.99	53.400	42°52'40.77'' N	65°18'47.93'' W	2025-10-04 12:38:21	
09:38:17	1	135.0	3	0.4	0.5	80.00	5.710	32.796	33.449	1473.84	1026.99	53.394	42°52'40.77'' N	65°18'47.93'' W	2025-10-04 12:38:22	
09:38:18	1	134.5	3	0.4	0.5	80.00	5.711	32.794	33.446	1473.83	1026.98	53.389	42°52'40.76'' N	65°18'47.92'' W	2025-10-04 12:38:23	
09:38:19	1	133.9	3	0.5	0.5	100.00	5.712	32.795	33.447	1473.82	1026.98	53.389	42°52'40.76'' N	65°18'47.90'' W	2025-10-04 12:38:24	
09:38:20	1	133.3	3	0.5	0.6	83.33	5.721	32.799	33.442	1473.84	1026.97	53.379	42°52'40.76'' N	65°18'47.89'' W	2025-10-04 12:38:25	
09:38:21	1	132.8	3	0.5	0.6	83.33	5.711	32.790	33.443	1473.80	1026.97	53.384	42°52'40.76'' N	65°18'47.89'' W	2025-10-04 12:38:26	
09:38:22	1	132.3	3	0.4	0.5	80.00	5.697	32.776	33.441	1473.73	1026.97	53.385	42°52'40.76'' N	65°18'47.88'' W	2025-10-04 12:38:27	
09:38:23	1	132.0	3	0.3	0.4	75.00	5.688	32.769	33.442	1473.69	1026.97	53.388	42°52'40.76'' N	65°18'47.88'' W	2025-10-04 12:38:28	
09:38:24	1	131.5	3	0.3	0.4	75.00	5.685	32.768	33.444	1473.67	1026.97	53.392	42°52'40.76'' N	65°18'47.88'' W	2025-10-04 12:38:29	
09:38:25	1	131.0	4	0.3	0.5	60.00	5.680	32.762	33.442	1473.64	1026.97	53.391	42°52'40.76'' N	65°18'47.87'' W	2025-10-04 12:38:30	
09:38:26	1	130.6	4	0.4	0.5	80.00	5.675	32.753	33.437	1473.61	1026.96	53.385	42°52'40.76'' N	65°18'47.87'' W	2025-10-04 12:38:31	
09:38:27	1	130.2	4	0.3	0.4	75.00	5.665	32.754	33.448	1473.58	1026.97	53.403	42°52'40.76'' N	65°18'47.87'' W	2025-10-04 12:38:32	
09:38:28	1	129.8	4	0.3	0.4	75.00	5.662	32.747	33.443	1473.55	1026.96	53.397	42°52'40.76'' N	65°18'47.86'' W	2025-10-04 12:38:33	
09:38:29	1	129.2	4	0.4	0.5	80.00	5.653	32.728	33.432	1473.49	1026.95	53.383	42°52'40.76'' N	65°18'47.85'' W	2025-10-04 12:38:34	
09:38:30	1	128.6	4	0.6	0.6	100.00	5.632	32.710	33.433	1473.40	1026.95	53.391	42°52'40.76'' N	65°18'47.84'' W	2025-10-04 12:38:35	
09:38:31	1	127.9	4	0.6	0.7	85.71	5.563	32.620	33.398	1473.07	1026.93	53.362	42°52'40.76'' N	65°18'47.83'' W	2025-10-04 12:38:36	
09:38:32	1	127.4	4	0.5	0.6	83.33	5.561	32.639	33.422	1473.08	1026.95	53.396	42°52'40.75'' N	65°18'47.81'' W	2025-10-04 12:38:37	
09:38:33	1	127.0	4	0.4	0.5	80.00	5.547	32.629	33.425	1473.02	1026.95	53.406	42°52'40.75'' N	65°18'47.81'' W	2025-10-04 12:38:38	
09:38:34	1	126.6	5	0.3	0.4	75.00	5.541	32.581	33.377	1472.93	1026.91	53.338	42°52'40.75'' N	65°18'47.80'' W	2025-10-04 12:38:39	
09:38:35	1	126.1	5	0.3	0.4	75.00	5.535	32.583	33.385	1472.91	1026.92	53.351	42°52'40.75'' N	65°18'47.80'' W	2025-10-04 12:38:40	
09:38:36	1	125.7	5	0.3	0.5	60.00	5.541	32.601	33.400	1472.94	1026.93	53.370	42°52'40.75'' N	65°18'47.80'' W	2025-10-04 12:38:41	
09:38:37	1	125.3	5	0.4	0.5	80.00	5.552	32.602	33.391	1472.97	1026.92	53.353	42°52'40.76'' N	65°18'47.80'' W	2025-10-04 12:38:42	
09:38:38	1	124.8	5	0.5	0.5	100.00	5.536	32.596	33.400	1472.91	1026.92	53.371	42°52'40.76'' N	65°18'47.79'' W	2025-10-04 12:38:43	
09:38:39	1	124.1	5	0.5	0.5	100.00	5.533	32.586	33.391	1472.87	1026.91	53.359	42°52'40.76'' N	65°18'47.78'' W	2025-10-04 12:38:44	
09:38:40	1	123.6	5	0.5	0.6	83.33	5.501	32.557	33.391	1472.74	1026.91	53.369	42°52'40.76'' N	65°18'47.77'' W	2025-10-04 12:38:45	
09:38:41	1	123.0	5	0.5	0.6	83.33	5.490	32.518	33.358	1472.64	1026.89	53.324	42°52'40.75'' N	65°18'47.76'' W	2025-10-04 12:38:46	
09:38:42	1	122.6	5	0.5	0.5	100.00	5.475	32.518	33.373	1472.59	1026.90	53.350	42°52'40.75'' N	65°18'47.75'' W	2025-10-04 12:38:47	
09:38:43	1	122.1	6	0.4	0.5	80.00	5.475	32.523	33.379	1472.59	1026.90	53.358	42°52'40.75'' N	65°18'47.75'' W	2025-10-04 12:38:48	
09:38:44	1	121.7	6	0.5	0.5	100.00	5.489	32.520	33.362	1472.62	1026.88	53.328	42°52'40.75'' N	65°18'47.74'' W	2025-10-04 12:38:49	
09:38:45	1	121.2	6	0.5	0.5	100.00	5.472	32.510	33.368	1472.55	1026.89	53.342	42°52'40.75'' N	65°18'47.74'' W	2025-10-04 12:38:50	
09:38:46	1	120.8	6	0.3	0.5	60.00	5.456	32.484	33.354	1472.46	1026.88	53.327	42°52'40.75'' N	65°18'47.73'' W	2025-10-04 12:38:51	
09:38:47	1	120.4	6	0.3	0.4	75.00	5.465	32.493	33.355	1472.49	1026.87	53.325	42°52'40.75'' N	65°18'47.72'' W	2025-10-04 12:38:52	
09:38:48	1	119.7	6	0.5	0.5	100.00	5.456	32.502	33.375	1472.47	1026.89	53.357	42°52'40.75'' N	65°18'47.71'' W	2025-10-04 12:38:53	
09:38:49	1	119.1	6	0.7	0.6	116.67	5.434	32.480	33.371	1472.37	1026.89	53.358	42°52'40.75'' N	65°18'47.71'' W	2025-10-04 12:38:54	
09:38:50	1	118.5	6	0.6	0.7	85.71	5.434	32.456	33.345	1472.32	1026.86	53.320	42°52'40.75'' N	65°18'47.70'' W	2025-10-04 12:38:55	
09:38:51	1	118.0	7	0.5	0.6	83.33	5.412	32.436	33.345	1472.22	1026.86	53.326	42°52'40.75'' N	65°18'47.69'' W	2025-10-04 12:38:56	
09:38:52	1	117.5	7	0.4	0.5	80.00	5.395	32.402	33.322	1472.12	1026.84	53.299	42°52'40.75'' N	65°18'47.69'' W	2025-10-04 12:38:57	
09:38:53	1	117.0	7	0.4	0.5	80.00	5.389	32.418	33.348	1472.12	1026.86	53.337	42°52'40.75'' N	65°18'47.69'' W	2025-10-04 12:38:58	
09:38:54	1	116.4	7	0.5	0.5	100.00	5.385	32.415	33.348	1472.10	1026.86	53.337	42°52'40.75'' N	65°18'47.68'' W	2025-10-04 12:38:59	
09:38:55	1	115.9	7	0.5	0.5	100.00	5.344	32.383	33.352	1471.93	1026.87	53.357	42°52'40.75'' N	65°18'47.68'' W	2025-10-04 12:39:00	
09:38:56	1	115.5	7	0.5	0.5	100.00	5.352	32.357	33.315	1471.91	1026.83	53.301	42°52'40.75'' N	65°18'47.66'' W	2025-10-04 12:39:01	
09:38:57	1	115.0	7	0.5	0.5	100.00	5.347	32.348	33.309	1471.87	1026.83	53.293	42°52'40.74'' N	65°18'47.66'' W	2025-10-04 12:39:02	
09:38:58	1	114.6	7	0.4	0.5	80.00	5.358	32.328	33.276	1471.86	1026.80	53.242	42°52'40.74'' N	65°18'47.65'' W	2025-10-04 12:39:03	
09:38:59	1	114.1	7	0.5	0.4	125.00	5.366	32.335	33.276	1471.89	1026.80	53.239	42°52'40.74'' N	65°18'47.63'' W	2025-10-04 12:39:04	
09:39:00	1	113.6	8	0.5	0.5	100.00	5.359	32.337	33.286	1471.87	1026.80	53.255	42°52'40.74'' N	65°18'47.63'' W	2025-10-04 12:39:05	
09:39:01	1	113.1	8	0.4	0.5	80.00	5.346	32.343	33.306	1471.83	1026.82	53.288	42°52'40.74'' N	65°18'47.62'' W	2025-10-04 12:39:06	
09:39:02	1	112.5	8	0.5	0.5	100.00	5.333	32.342	33.319	1471.78	1026.83	53.310	42°52'40.75'' N	65°18'47.62'' W	2025-10-04 12:39:07	
09:39:03	1	111.9	8	0.6	0.6	100.00	5.321	32.293	33.275	1471.67	1026.79	53.251	42°52'40.75'' N	65°18'47.62'' W	2025-10-04 12:39:08	
09:39:04	1	111.3	8	0.7	0.7	100.00	5.312	32.239	33.223	1471.56	1026.75	53.177	42°52'40.75'' N	65°18'47.61'' W	2025-10-04 12:39:09	
09:39:05	1	110.7	8	0.6	0.6	100.00	5.303	32.235	33.226	1471.52	1026.75	53.185	42°52'40.75'' N	65°18'47.60'' W	2025-10-04 12:39:10	
09:39:06	1	110.2	8	0.5	0.5	100.00	5.301	32.229	33.222	1471.49	1026.74	53.178	42°52'40.74'' N	65°18'47.59'' W	2025-10-04 12:39:11	
09:39:07	1	109.7	9	0.5	0.5	100.00	5.298	32.226	33.222	1471.47	1026.74	53.179	42°52'40.74'' N	65°18'47.59'' W	2025-10-04 12:39:12	
09:39:08	1	109.3	9	0.5	0.5	100.00	5.291	32.202	33.201	1471.41	1026.72	53.151	42°52'40.74'' N	65°18'47.58'' W	2025-10-04 12:39:13	
09:39:09	1	108.9	9	0.4	0.5	80.00	5.287	32.195	33.197	1471.38	1026.72	53.147	42°52'40.74'' N	65°18'47.57'' W	2025-10-04 12:39:14	
09:39:10	1	108.4	9	0.4	0.4	100.00	5.285	32.192	33.197	1471.37	1026.72	53.147	42°52'40.74'' N	65°18'47.57'' W	2025-10-04 12:39:15	
09:39:11	1	108.0	9	0.5	0.5	100.00	5.282	32.185	33.192	1471.34	1026.71	53.140	42°52'40.74'' N	65°18'47.56'' W	2025-10-04 12:39:16	
09:39:12	1	107.5	9	0.5	0.5	100.00	5.285	32.184	33.188	1471.34	1026.70	53.132	42°52'40.74'' N	65°18'47.56'' W	2025-10-04 12:39:17	
09:39:13	1	107.1	9	0.5	0.5	100.00	5.286	32.190	33.194	1471.35	1026.71	53.141	42°52'40.74'' N	65°18'47.55'' W	2025-10-04 12:39:18	
09:39:14	1	106.5	9	0.5	0.5	100.00	5.284	32.191	33.198	1471.33	1026.71	53.147	42°52'40.74'' N	65°18'47.54'' W	2025-10-04 12:39:19	
09:39:15	1	105.9	10	0.6	0.5	120.00	5.274	32.175	33.189	1471.27	1026.70	53.136	42°52'40.73'' N	65°18'47.54'' W	2025-10-04 12:39:20	
09:39:16	1	105.3	10	0.6	0.6	100.00	5.272	32.149	33.161	1471.22	1026.67	53.097	42°52'40.73'' N	65°18'47.53'' W	2025-10-04 12:39:21	
09:39:17	1	104.8	10	0.5	0.6	83.33	5.256	32.116	33.140	1471.12	1026.66	53.070	42°52'40.73'' N	65°18'47.52'' W	2025-10-04 12:39:22	
09:39:18	1	104.3	10	0.6	0.5	120.00	5.247	32.086	33.116	1471.04	1026.64	53.038	42°52'40.73'' N	65°18'47.51'' W	2025-10-04 12:39:23	
09:39:19	1	103.7	10	0.6	0.5	120.00	5.240	32.079	33.115	1471.00	1026.63	53.039	42°52'40.73'' N	65°18'47.50'' W	2025-10-04 12:39:24	
09:39:20	1	103.1	10	0.6	0.6	100.00	5.232	32.073	33.116	1470.96	1026.63	53.043	42°52'40.73'' N	65°18'47.50'' W	2025-10-04 12:39:25	
09:39:21	1	102.4	10	0.7	0.7	100.00	5.225	32.047	33.094	1470.89	1026.61	53.012	42°52'40.73'' N	65°18'47.49'' W	2025-10-04 12:39:26	
09:39:22	1	101.5	11	0.5	0.5	100.00	5.204	31.997	33.057	1470.75	1026.58	52.966	42°52'40.73'' N	65°18'47.49'' W	2025-10-04 12:39:27	
09:39:23	2	101.1	0	0.4	0.4	100.00	5.196	31.981	33.048	1470.70	1026.57	52.954	42°52'40.73'' N	65°18'47.48'' W	2025-10-04 12:39:28	
09:39:24	2	100.8	0	0.3	0.4	75.00	5.194	31.980	33.049	1470.68	1026.57	52.956	42°52'40.73'' N	65°18'47.48'' W	2025-10-04 12:39:29	
09:39:25	2	100.4	0	0.3	0.4	75.00	5.192	31.977	33.047	1470.67	1026.57	52.953	42°52'40.73'' N	65°18'47.48'' W	2025-10-04 12:39:30	
