Data Start: 2025-10-04 09:25:19
Data End: 2025-10-04 09:43:58
Devicename: Multi Plankton Sampler MPS
IdentNo.: 5715

Net []
Range1: 0 to 5

Pressure [dbar]
Range1: 0.0 to 3000.0  Cal0: 3.067929E+3  Cal1: -5.655204E-2  Cal2: 5.574653E-7  Cal3: -3.003592E+0  Cal4: 1.484468E-4  Cal5: -1.375348E-9  Cal6: -2.595825E-1  Cal7: 7.258593E-2  Cal8: 1.46553E-8

Volume [m³]
Range1: 0 to 65000  Cal0: 2.5E-1

Flow in [m/s]
Range1: 0.0 to 9.9

Flow out [m/s]
Range1: 0.0 to 9.9

Flow ratio [%]
Range1: 0.00 to 200.00

Temperature [°C]
Range1: -2.000 to 32.000  Cal0: -2.43644E+0  Cal1: 5.90671E-4  Cal2: 0E+0

Conductivity [mS/cm]
Range1: 0.000 to 65.000  Cal0: -3.29545E-1  Cal1: 1.17396E-3  Cal2: 6.6904E-11

Salinity [PSU]
Range1: 0.000 to 94.000

Sound Vel. [m/s]
Range1: 1400.00 to 1600.00

Density [kg/m³]
Range1: 900.00 to 1100.00

Spec. Cond. [mS/cm]
Range1: 0.000 to 65.000

Header Comment

Ship:	James Cook	
Cruise:	JC28302
Station: RB_e		
Cast:	3	
Position:42 52.681 N 65 18.838 W		
Operator:C. Johnson	


Time [hh:mm:ss]	Net []	Pressure [dbar]	Volume [m³]	Flow in [m/s]	Flow out [m/s]	Flow ratio [%]	Temperature [°C]	Conductivity [mS/cm]	Salinity [PSU]	Sound Vel. [m/s]	Density [kg/m³]	Spec. Cond. [mS/cm]	Latitude	Longitude	UTC	Comments  [Index]
09:34:28	0	71.1	5	0.1	0.1	100.00	4.665	30.878	32.314	1467.09	1025.91	52.042	42°52'40.85'' N	65°18'49.72'' W	2025-10-04 12:34:33	
09:34:29	0	71.5	5	0.1	0.2	50.00	4.647	30.862	32.312	1467.02	1025.92	52.047	42°52'40.85'' N	65°18'49.71'' W	2025-10-04 12:34:34	
09:34:30	0	71.9	5	0.1	0.1	100.00	4.631	30.830	32.291	1466.94	1025.90	52.021	42°52'40.85'' N	65°18'49.70'' W	2025-10-04 12:34:35	
09:34:31	0	72.3	5	0.0	0.1	0.00	4.624	30.793	32.255	1466.87	1025.88	51.972	42°52'40.85'' N	65°18'49.69'' W	2025-10-04 12:34:36	
09:34:32	0	72.9	5	0.1	0.3	33.33	4.553	30.776	32.304	1466.65	1025.93	52.067	42°52'40.85'' N	65°18'49.68'' W	2025-10-04 12:34:37	
09:34:33	0	73.5	5	0.2	0.4	50.00	4.430	30.757	32.402	1466.27	1026.02	52.252	42°52'40.85'' N	65°18'49.67'' W	2025-10-04 12:34:38	
09:34:34	0	74.2	5	0.1	0.3	33.33	4.427	30.769	32.419	1466.29	1026.04	52.278	42°52'40.85'' N	65°18'49.66'' W	2025-10-04 12:34:39	
09:34:35	0	74.7	5	0.0	0.1	0.00	4.456	30.780	32.403	1466.40	1026.02	52.246	42°52'40.85'' N	65°18'49.64'' W	2025-10-04 12:34:40	
09:34:36	0	75.1	5	0.0	0.1	0.00	4.443	30.796	32.434	1466.39	1026.05	52.296	42°52'40.85'' N	65°18'49.63'' W	2025-10-04 12:34:41	
09:34:37	0	75.6	5	0.1	0.1	100.00	4.434	30.799	32.446	1466.38	1026.06	52.317	42°52'40.85'' N	65°18'49.62'' W	2025-10-04 12:34:42	
09:34:38	0	76.1	5	0.1	0.1	100.00	4.432	30.801	32.450	1466.39	1026.07	52.324	42°52'40.85'' N	65°18'49.60'' W	2025-10-04 12:34:43	
09:34:39	0	76.6	5	0.0	0.1	0.00	4.434	30.801	32.448	1466.40	1026.07	52.321	42°52'40.85'' N	65°18'49.58'' W	2025-10-04 12:34:44	
09:34:40	0	77.1	5	0.1	0.1	100.00	4.440	30.813	32.456	1466.44	1026.08	52.330	42°52'40.84'' N	65°18'49.57'' W	2025-10-04 12:34:45	
09:34:41	0	77.5	5	0.1	0.2	50.00	4.443	30.811	32.451	1466.45	1026.08	52.322	42°52'40.84'' N	65°18'49.55'' W	2025-10-04 12:34:46	
09:34:42	0	78.0	5	0.0	0.1	0.00	4.447	30.837	32.476	1466.51	1026.10	52.358	42°52'40.84'' N	65°18'49.54'' W	2025-10-04 12:34:47	
09:34:43	0	78.6	5	0.0	0.1	0.00	4.510	30.892	32.478	1466.78	1026.10	52.340	42°52'40.84'' N	65°18'49.54'' W	2025-10-04 12:34:48	
09:34:44	0	79.1	5	0.1	0.2	50.00	4.505	30.904	32.497	1466.80	1026.11	52.370	42°52'40.85'' N	65°18'49.53'' W	2025-10-04 12:34:49	
09:34:45	0	79.6	5	0.1	0.1	100.00	4.554	30.955	32.507	1467.02	1026.12	52.368	42°52'40.85'' N	65°18'49.52'' W	2025-10-04 12:34:50	
09:34:46	0	80.1	5	0.1	0.0	0.00	4.587	31.028	32.559	1467.23	1026.16	52.432	42°52'40.85'' N	65°18'49.51'' W	2025-10-04 12:34:51	
09:34:47	0	80.5	5	0.1	0.0	0.00	4.604	31.055	32.574	1467.33	1026.17	52.449	42°52'40.85'' N	65°18'49.50'' W	2025-10-04 12:34:52	
09:34:48	0	81.0	5	0.0	0.0	0.00	4.646	31.079	32.560	1467.49	1026.16	52.415	42°52'40.85'' N	65°18'49.49'' W	2025-10-04 12:34:53	
09:34:49	0	81.5	5	0.0	0.0	0.00	4.678	31.111	32.566	1467.64	1026.16	52.412	42°52'40.85'' N	65°18'49.48'' W	2025-10-04 12:34:54	
09:34:50	0	82.0	5	0.0	0.1	0.00	4.747	31.195	32.594	1467.97	1026.18	52.431	42°52'40.84'' N	65°18'49.46'' W	2025-10-04 12:34:55	
09:34:51	0	82.5	5	0.0	0.1	0.00	4.803	31.252	32.606	1468.22	1026.18	52.430	42°52'40.84'' N	65°18'49.45'' W	2025-10-04 12:34:56	
09:34:52	0	83.0	5	0.1	0.0	0.00	4.793	31.229	32.588	1468.17	1026.17	52.407	42°52'40.84'' N	65°18'49.45'' W	2025-10-04 12:34:57	
09:34:53	0	83.7	5	0.1	0.0	0.00	4.803	31.268	32.623	1468.26	1026.20	52.455	42°52'40.84'' N	65°18'49.44'' W	2025-10-04 12:34:58	
09:34:54	0	84.3	6	0.1	0.1	100.00	4.831	31.270	32.598	1468.36	1026.18	52.410	42°52'40.85'' N	65°18'49.43'' W	2025-10-04 12:34:59	
09:34:55	0	84.7	6	0.1	0.2	50.00	4.815	31.320	32.671	1468.39	1026.24	52.522	42°52'40.84'' N	65°18'49.42'' W	2025-10-04 12:35:00	
09:34:56	0	85.0	6	0.1	0.1	100.00	4.843	31.307	32.628	1468.46	1026.21	52.450	42°52'40.84'' N	65°18'49.42'' W	2025-10-04 12:35:01	
09:34:57	0	85.4	6	0.2	0.1	200.00	4.865	31.285	32.581	1468.49	1026.17	52.375	42°52'40.84'' N	65°18'49.40'' W	2025-10-04 12:35:02	
09:34:58	0	85.9	6	0.1	0.1	100.00	4.913	31.431	32.703	1468.85	1026.26	52.537	42°52'40.84'' N	65°18'49.39'' W	2025-10-04 12:35:03	
09:34:59	0	86.5	6	0.0	0.3	0.00	4.916	31.434	32.703	1468.87	1026.27	52.535	42°52'40.85'' N	65°18'49.37'' W	2025-10-04 12:35:04	
09:35:00	0	87.1	6	0.0	0.4	0.00	4.903	31.423	32.702	1468.83	1026.27	52.539	42°52'40.85'' N	65°18'49.37'' W	2025-10-04 12:35:05	
09:35:01	0	87.6	6	0.1	0.2	50.00	4.910	31.430	32.703	1468.87	1026.27	52.539	42°52'40.85'' N	65°18'49.36'' W	2025-10-04 12:35:06	
09:35:02	0	87.9	6	0.1	0.0	0.00	4.909	31.441	32.717	1468.89	1026.28	52.560	42°52'40.85'' N	65°18'49.36'' W	2025-10-04 12:35:07	
09:35:03	0	88.4	6	0.1	0.0	0.00	4.911	31.457	32.733	1468.92	1026.30	52.583	42°52'40.85'' N	65°18'49.34'' W	2025-10-04 12:35:08	
09:35:04	0	88.9	6	0.1	0.1	100.00	4.921	31.469	32.737	1468.98	1026.30	52.585	42°52'40.85'' N	65°18'49.34'' W	2025-10-04 12:35:09	
09:35:05	0	89.4	6	0.1	0.2	50.00	4.932	31.500	32.761	1469.06	1026.32	52.618	42°52'40.84'' N	65°18'49.33'' W	2025-10-04 12:35:10	
09:35:06	0	90.1	6	0.1	0.3	33.33	4.939	31.534	32.793	1469.14	1026.35	52.662	42°52'40.84'' N	65°18'49.32'' W	2025-10-04 12:35:11	
09:35:07	0	90.7	6	0.1	0.3	33.33	4.937	31.477	32.729	1469.06	1026.30	52.570	42°52'40.84'' N	65°18'49.31'' W	2025-10-04 12:35:12	
09:35:08	0	91.2	6	0.0	0.1	0.00	4.942	31.480	32.727	1469.09	1026.30	52.565	42°52'40.84'' N	65°18'49.30'' W	2025-10-04 12:35:13	
09:35:09	0	91.6	6	0.1	0.1	100.00	4.939	31.504	32.758	1469.12	1026.33	52.612	42°52'40.84'' N	65°18'49.29'' W	2025-10-04 12:35:14	
09:35:10	0	92.0	6	0.1	0.1	100.00	4.968	31.520	32.748	1469.23	1026.32	52.588	42°52'40.84'' N	65°18'49.27'' W	2025-10-04 12:35:15	
09:35:11	0	92.5	6	0.1	0.1	100.00	4.981	31.609	32.838	1469.41	1026.39	52.714	42°52'40.84'' N	65°18'49.26'' W	2025-10-04 12:35:16	
09:35:12	0	93.0	6	0.0	0.1	0.00	4.987	31.622	32.846	1469.45	1026.40	52.725	42°52'40.84'' N	65°18'49.25'' W	2025-10-04 12:35:17	
09:35:13	0	93.5	6	0.0	0.1	0.00	4.997	31.647	32.864	1469.53	1026.42	52.748	42°52'40.84'' N	65°18'49.24'' W	2025-10-04 12:35:18	
09:35:14	0	93.8	6	0.1	0.1	100.00	4.995	31.655	32.875	1469.54	1026.43	52.765	42°52'40.84'' N	65°18'49.23'' W	2025-10-04 12:35:19	
09:35:15	0	94.3	6	0.1	0.1	100.00	5.010	31.671	32.879	1469.61	1026.43	52.765	42°52'40.84'' N	65°18'49.22'' W	2025-10-04 12:35:20	
09:35:16	0	94.9	6	0.1	0.1	100.00	5.010	31.674	32.882	1469.63	1026.44	52.770	42°52'40.84'' N	65°18'49.22'' W	2025-10-04 12:35:21	
09:35:17	0	95.5	6	0.2	0.4	50.00	5.013	31.678	32.883	1469.65	1026.44	52.771	42°52'40.84'' N	65°18'49.22'' W	2025-10-04 12:35:22	
09:35:18	0	96.1	6	0.1	0.3	33.33	5.014	31.682	32.887	1469.67	1026.44	52.778	42°52'40.84'' N	65°18'49.21'' W	2025-10-04 12:35:23	
09:35:19	0	96.5	6	0.1	0.1	100.00	5.007	31.700	32.914	1469.68	1026.47	52.818	42°52'40.84'' N	65°18'49.20'' W	2025-10-04 12:35:24	
09:35:20	0	97.0	6	0.0	0.0	0.00	5.044	31.736	32.919	1469.84	1026.47	52.815	42°52'40.84'' N	65°18'49.19'' W	2025-10-04 12:35:25	
09:35:21	0	97.5	6	0.1	0.1	100.00	5.064	31.769	32.936	1469.96	1026.48	52.833	42°52'40.84'' N	65°18'49.18'' W	2025-10-04 12:35:26	
09:35:22	0	98.0	6	0.1	0.2	50.00	5.065	31.768	32.934	1469.97	1026.49	52.830	42°52'40.84'' N	65°18'49.16'' W	2025-10-04 12:35:27	
09:35:23	0	98.4	6	0.0	0.3	0.00	5.077	31.759	32.912	1469.99	1026.47	52.794	42°52'40.84'' N	65°18'49.15'' W	2025-10-04 12:35:28	
09:35:24	0	99.0	6	0.0	0.4	0.00	5.084	31.793	32.943	1470.07	1026.49	52.838	42°52'40.84'' N	65°18'49.14'' W	2025-10-04 12:35:29	
09:35:25	0	99.5	6	0.0	0.3	0.00	5.085	31.797	32.947	1470.09	1026.50	52.843	42°52'40.84'' N	65°18'49.13'' W	2025-10-04 12:35:30	
09:35:26	0	100.0	6	0.1	0.4	25.00	5.089	31.805	32.951	1470.12	1026.51	52.848	42°52'40.84'' N	65°18'49.13'' W	2025-10-04 12:35:31	
09:35:27	0	100.4	6	0.1	0.5	20.00	5.100	31.817	32.954	1470.17	1026.51	52.849	42°52'40.84'' N	65°18'49.12'' W	2025-10-04 12:35:32	
09:35:28	0	100.9	6	0.1	0.4	25.00	5.113	31.838	32.965	1470.25	1026.52	52.862	42°52'40.84'' N	65°18'49.12'' W	2025-10-04 12:35:33	
09:35:29	0	101.4	6	0.1	0.3	33.33	5.119	31.827	32.946	1470.26	1026.50	52.833	42°52'40.84'' N	65°18'49.11'' W	2025-10-04 12:35:34	
09:35:30	0	102.0	6	0.2	0.4	50.00	5.133	31.857	32.967	1470.35	1026.52	52.858	42°52'40.84'' N	65°18'49.10'' W	2025-10-04 12:35:35	
09:35:31	0	102.6	6	0.2	0.6	33.33	5.173	31.930	33.010	1470.58	1026.55	52.908	42°52'40.84'' N	65°18'49.09'' W	2025-10-04 12:35:36	
09:35:32	0	103.1	6	0.2	0.6	33.33	5.157	31.898	32.989	1470.50	1026.54	52.884	42°52'40.84'' N	65°18'49.07'' W	2025-10-04 12:35:37	
09:35:33	0	103.4	6	0.1	0.5	20.00	5.168	31.932	33.017	1470.58	1026.56	52.921	42°52'40.84'' N	65°18'49.06'' W	2025-10-04 12:35:38	
09:35:34	0	103.7	6	0.1	0.3	33.33	5.177	31.946	33.024	1470.63	1026.57	52.928	42°52'40.83'' N	65°18'49.05'' W	2025-10-04 12:35:39	
09:35:35	0	104.0	6	0.1	0.3	33.33	5.159	31.911	33.002	1470.53	1026.56	52.902	42°52'40.83'' N	65°18'49.04'' W	2025-10-04 12:35:40	
09:35:36	0	104.6	6	0.1	0.5	20.00	5.171	31.904	32.981	1470.57	1026.54	52.869	42°52'40.83'' N	65°18'49.03'' W	2025-10-04 12:35:41	
09:35:37	0	105.2	6	0.2	0.6	33.33	5.189	31.959	33.027	1470.71	1026.58	52.929	42°52'40.83'' N	65°18'49.03'' W	2025-10-04 12:35:42	
09:35:38	0	105.9	7	0.3	0.7	42.86	5.204	31.990	33.046	1470.81	1026.59	52.953	42°52'40.84'' N	65°18'49.03'' W	2025-10-04 12:35:43	
09:35:39	0	106.5	7	0.2	0.5	40.00	5.196	31.985	33.049	1470.79	1026.60	52.960	42°52'40.84'' N	65°18'49.02'' W	2025-10-04 12:35:44	
09:35:40	0	107.0	7	0.1	0.4	25.00	5.238	32.039	33.070	1470.99	1026.61	52.977	42°52'40.84'' N	65°18'49.02'' W	2025-10-04 12:35:45	
09:35:41	0	107.5	7	0.1	0.3	33.33	5.241	32.063	33.093	1471.04	1026.64	53.011	42°52'40.84'' N	65°18'49.01'' W	2025-10-04 12:35:46	
09:35:42	0	108.0	7	0.0	0.3	0.00	5.213	32.034	33.088	1470.93	1026.64	53.011	42°52'40.84'' N	65°18'49.00'' W	2025-10-04 12:35:47	
09:35:43	0	108.4	7	0.0	0.3	0.00	5.258	32.102	33.121	1471.16	1026.66	53.045	42°52'40.84'' N	65°18'48.98'' W	2025-10-04 12:35:48	
09:35:44	0	108.8	7	0.0	0.3	0.00	5.263	32.132	33.150	1471.22	1026.68	53.086	42°52'40.84'' N	65°18'48.96'' W	2025-10-04 12:35:49	
09:35:45	0	109.3	7	0.0	0.4	0.00	5.266	32.142	33.158	1471.25	1026.69	53.096	42°52'40.84'' N	65°18'48.94'' W	2025-10-04 12:35:50	
09:35:46	0	109.7	7	0.1	0.4	25.00	5.258	32.120	33.141	1471.21	1026.68	53.076	42°52'40.83'' N	65°18'48.94'' W	2025-10-04 12:35:51	
09:35:47	0	110.1	7	0.1	0.4	25.00	5.271	32.158	33.171	1471.31	1026.70	53.114	42°52'40.83'' N	65°18'48.93'' W	2025-10-04 12:35:52	
09:35:48	0	110.6	7	0.0	0.4	0.00	5.265	32.146	33.163	1471.28	1026.70	53.105	42°52'40.83'' N	65°18'48.93'' W	2025-10-04 12:35:53	
09:35:49	0	111.1	7	0.1	0.4	25.00	5.279	32.179	33.187	1471.37	1026.72	53.136	42°52'40.83'' N	65°18'48.92'' W	2025-10-04 12:35:54	
09:35:50	0	111.6	7	0.1	0.4	25.00	5.279	32.182	33.189	1471.39	1026.72	53.139	42°52'40.83'' N	65°18'48.92'' W	2025-10-04 12:35:55	
09:35:51	0	112.2	7	0.1	0.5	20.00	5.282	32.189	33.194	1471.41	1026.73	53.146	42°52'40.83'' N	65°18'48.91'' W	2025-10-04 12:35:56	
09:35:52	0	112.8	7	0.1	0.5	20.00	5.283	32.187	33.191	1471.42	1026.73	53.142	42°52'40.83'' N	65°18'48.90'' W	2025-10-04 12:35:57	
09:35:53	0	113.3	7	0.2	0.4	50.00	5.282	32.169	33.171	1471.40	1026.72	53.113	42°52'40.83'' N	65°18'48.89'' W	2025-10-04 12:35:58	
09:35:54	0	113.7	7	0.2	0.1	200.00	5.273	32.159	33.169	1471.37	1026.72	53.113	42°52'40.83'' N	65°18'48.88'' W	2025-10-04 12:35:59	
09:35:55	0	114.2	7	0.1	0.1	100.00	5.271	32.178	33.192	1471.40	1026.74	53.147	42°52'40.83'' N	65°18'48.86'' W	2025-10-04 12:36:00	
09:35:56	0	114.6	7	0.1	0.3	33.33	5.278	32.186	33.194	1471.44	1026.74	53.149	42°52'40.83'' N	65°18'48.86'' W	2025-10-04 12:36:01	
09:35:57	0	115.1	7	0.1	0.4	25.00	5.280	32.193	33.200	1471.46	1026.75	53.157	42°52'40.83'' N	65°18'48.85'' W	2025-10-04 12:36:02	
09:35:58	0	115.5	7	0.1	0.5	20.00	5.292	32.242	33.243	1471.57	1026.78	53.215	42°52'40.82'' N	65°18'48.84'' W	2025-10-04 12:36:03	
09:35:59	0	116.0	7	0.1	0.4	25.00	5.310	32.270	33.257	1471.67	1026.80	53.231	42°52'40.82'' N	65°18'48.83'' W	2025-10-04 12:36:04	
09:36:00	0	116.5	7	0.0	0.4	0.00	5.318	32.278	33.259	1471.71	1026.80	53.231	42°52'40.82'' N	65°18'48.83'' W	2025-10-04 12:36:05	
09:36:01	0	117.0	7	0.0	0.5	0.00	5.328	32.304	33.278	1471.78	1026.81	53.256	42°52'40.82'' N	65°18'48.83'' W	2025-10-04 12:36:06	
09:36:02	0	117.6	7	0.1	0.5	20.00	5.334	32.313	33.283	1471.82	1026.82	53.261	42°52'40.82'' N	65°18'48.82'' W	2025-10-04 12:36:07	
09:36:03	0	118.1	7	0.1	0.4	25.00	5.345	32.334	33.294	1471.89	1026.83	53.274	42°52'40.82'' N	65°18'48.81'' W	2025-10-04 12:36:08	
09:36:04	0	118.6	7	0.1	0.3	33.33	5.347	32.321	33.277	1471.89	1026.82	53.249	42°52'40.82'' N	65°18'48.80'' W	2025-10-04 12:36:09	
09:36:05	0	119.1	7	0.1	0.3	33.33	5.336	32.306	33.272	1471.84	1026.82	53.246	42°52'40.82'' N	65°18'48.79'' W	2025-10-04 12:36:10	
09:36:06	0	119.4	7	0.2	0.2	100.00	5.353	32.343	33.296	1471.95	1026.84	53.276	42°52'40.82'' N	65°18'48.78'' W	2025-10-04 12:36:11	
09:36:07	0	119.9	7	0.1	0.3	33.33	5.364	32.363	33.308	1472.02	1026.85	53.289	42°52'40.82'' N	65°18'48.77'' W	2025-10-04 12:36:12	
09:36:08	0	120.4	7	0.1	0.3	33.33	5.370	32.368	33.307	1472.05	1026.85	53.286	42°52'40.82'' N	65°18'48.77'' W	2025-10-04 12:36:13	
09:36:09	0	120.9	7	0.1	0.5	20.00	5.385	32.390	33.318	1472.13	1026.86	53.298	42°52'40.82'' N	65°18'48.76'' W	2025-10-04 12:36:14	
09:36:10	0	121.5	7	0.0	0.5	0.00	5.390	32.394	33.316	1472.16	1026.86	53.294	42°52'40.82'' N	65°18'48.76'' W	2025-10-04 12:36:15	
09:36:11	0	121.9	7	0.0	0.4	0.00	5.414	32.428	33.331	1472.28	1026.87	53.309	42°52'40.82'' N	65°18'48.76'' W	2025-10-04 12:36:16	
09:36:12	0	122.4	7	0.1	0.3	33.33	5.419	32.431	33.330	1472.31	1026.87	53.305	42°52'40.82'' N	65°18'48.75'' W	2025-10-04 12:36:17	
09:36:13	0	123.0	7	0.1	0.5	20.00	5.418	32.432	33.332	1472.32	1026.87	53.308	42°52'40.82'' N	65°18'48.74'' W	2025-10-04 12:36:18	
09:36:14	0	123.5	7	0.1	0.5	20.00	5.417	32.430	33.330	1472.32	1026.87	53.307	42°52'40.82'' N	65°18'48.73'' W	2025-10-04 12:36:19	
09:36:15	0	124.1	7	0.1	0.5	20.00	5.423	32.447	33.342	1472.37	1026.89	53.323	42°52'40.82'' N	65°18'48.73'' W	2025-10-04 12:36:20	
09:36:16	0	124.5	7	0.1	0.4	25.00	5.448	32.470	33.344	1472.48	1026.89	53.319	42°52'40.81'' N	65°18'48.71'' W	2025-10-04 12:36:21	
09:36:17	0	124.9	7	0.1	0.4	25.00	5.453	32.475	33.344	1472.51	1026.89	53.317	42°52'40.81'' N	65°18'48.70'' W	2025-10-04 12:36:22	
09:36:18	0	125.4	7	0.1	0.4	25.00	5.458	32.482	33.347	1472.54	1026.89	53.319	42°52'40.81'' N	65°18'48.70'' W	2025-10-04 12:36:23	
09:36:19	0	125.9	7	0.0	0.3	0.00	5.463	32.489	33.350	1472.57	1026.90	53.323	42°52'40.81'' N	65°18'48.69'' W	2025-10-04 12:36:24	
09:36:20	0	126.4	7	0.0	0.4	0.00	5.469	32.494	33.349	1472.60	1026.90	53.320	42°52'40.81'' N	65°18'48.68'' W	2025-10-04 12:36:25	
09:36:21	0	126.9	7	0.0	0.5	0.00	5.471	32.501	33.355	1472.62	1026.90	53.328	42°52'40.81'' N	65°18'48.68'' W	2025-10-04 12:36:26	
09:36:22	0	127.4	7	0.0	0.4	0.00	5.473	32.500	33.351	1472.64	1026.90	53.322	42°52'40.81'' N	65°18'48.67'' W	2025-10-04 12:36:27	
09:36:23	0	127.8	7	0.0	0.5	0.00	5.477	32.507	33.355	1472.66	1026.91	53.327	42°52'40.81'' N	65°18'48.67'' W	2025-10-04 12:36:28	
09:36:24	0	128.3	7	0.0	0.5	0.00	5.482	32.514	33.358	1472.70	1026.91	53.330	42°52'40.81'' N	65°18'48.66'' W	2025-10-04 12:36:29	
09:36:25	0	128.8	7	0.0	0.5	0.00	5.488	32.521	33.360	1472.73	1026.91	53.331	42°52'40.81'' N	65°18'48.65'' W	2025-10-04 12:36:30	
09:36:26	0	129.3	7	0.1	0.6	16.67	5.503	32.536	33.362	1472.80	1026.92	53.330	42°52'40.81'' N	65°18'48.65'' W	2025-10-04 12:36:31	
09:36:27	0	129.9	7	0.1	0.6	16.67	5.502	32.527	33.353	1472.79	1026.91	53.317	42°52'40.81'' N	65°18'48.64'' W	2025-10-04 12:36:32	
09:36:28	0	130.3	7	0.0	0.5	0.00	5.515	32.554	33.370	1472.88	1026.93	53.338	42°52'40.81'' N	65°18'48.64'' W	2025-10-04 12:36:33	
09:36:29	0	130.8	7	0.1	0.5	20.00	5.524	32.560	33.367	1472.92	1026.93	53.332	42°52'40.81'' N	65°18'48.63'' W	2025-10-04 12:36:34	
09:36:30	0	131.3	7	0.1	0.5	20.00	5.528	32.568	33.373	1472.95	1026.93	53.339	42°52'40.81'' N	65°18'48.62'' W	2025-10-04 12:36:35	
09:36:31	0	131.8	7	0.0	0.5	0.00	5.540	32.581	33.375	1473.01	1026.93	53.339	42°52'40.81'' N	65°18'48.62'' W	2025-10-04 12:36:36	
09:36:32	0	132.3	7	0.0	0.6	0.00	5.572	32.627	33.395	1473.17	1026.95	53.357	42°52'40.81'' N	65°18'48.61'' W	2025-10-04 12:36:37	
09:36:33	0	132.7	7	0.0	0.6	0.00	5.584	32.636	33.394	1473.22	1026.95	53.353	42°52'40.81'' N	65°18'48.60'' W	2025-10-04 12:36:38	
09:36:34	0	133.2	7	0.0	0.5	0.00	5.609	32.673	33.410	1473.35	1026.96	53.369	42°52'40.81'' N	65°18'48.59'' W	2025-10-04 12:36:39	
09:36:35	0	133.7	7	0.0	0.5	0.00	5.619	32.680	33.408	1473.40	1026.96	53.363	42°52'40.80'' N	65°18'48.59'' W	2025-10-04 12:36:40	
09:36:36	0	134.2	7	0.0	0.3	0.00	5.626	32.688	33.411	1473.44	1026.96	53.365	42°52'40.80'' N	65°18'48.58'' W	2025-10-04 12:36:41	
09:36:37	0	134.7	7	0.0	0.3	0.00	5.645	32.707	33.412	1473.52	1026.96	53.362	42°52'40.80'' N	65°18'48.58'' W	2025-10-04 12:36:42	
09:36:38	0	135.2	7	0.1	0.5	20.00	5.643	32.717	33.426	1473.54	1026.98	53.383	42°52'40.80'' N	65°18'48.57'' W	2025-10-04 12:36:43	
09:36:39	0	135.8	7	0.1	0.5	20.00	5.663	32.750	33.443	1473.66	1026.99	53.401	42°52'40.80'' N	65°18'48.56'' W	2025-10-04 12:36:44	
09:36:40	0	136.3	7	0.1	0.5	20.00	5.702	32.765	33.420	1473.79	1026.97	53.356	42°52'40.79'' N	65°18'48.56'' W	2025-10-04 12:36:45	
09:36:41	0	136.6	7	0.1	0.3	33.33	5.733	32.815	33.447	1473.95	1026.99	53.385	42°52'40.79'' N	65°18'48.55'' W	2025-10-04 12:36:46	
09:36:42	0	137.0	7	0.1	0.2	50.00	5.728	32.815	33.452	1473.94	1027.00	53.394	42°52'40.79'' N	65°18'48.55'' W	2025-10-04 12:36:47	
09:36:43	0	137.5	8	0.1	0.3	33.33	5.726	32.807	33.444	1473.94	1026.99	53.384	42°52'40.79'' N	65°18'48.54'' W	2025-10-04 12:36:48	
09:36:44	0	138.1	8	0.1	0.5	20.00	5.717	32.803	33.449	1473.91	1027.00	53.395	42°52'40.80'' N	65°18'48.53'' W	2025-10-04 12:36:49	
09:36:45	0	138.7	8	0.1	0.7	14.29	5.718	32.805	33.449	1473.93	1027.00	53.394	42°52'40.80'' N	65°18'48.53'' W	2025-10-04 12:36:50	
09:36:46	0	139.2	8	0.1	0.8	12.50	5.732	32.822	33.455	1474.00	1027.01	53.398	42°52'40.80'' N	65°18'48.52'' W	2025-10-04 12:36:51	
09:36:47	0	139.6	8	0.1	0.5	20.00	5.753	32.839	33.452	1474.09	1027.00	53.388	42°52'40.79'' N	65°18'48.52'' W	2025-10-04 12:36:52	
09:36:48	0	140.2	8	0.1	0.2	50.00	5.747	32.841	33.461	1474.08	1027.02	53.403	42°52'40.79'' N	65°18'48.51'' W	2025-10-04 12:36:53	
09:36:49	0	140.6	8	0.0	0.2	0.00	5.763	32.860	33.466	1474.16	1027.02	53.405	42°52'40.79'' N	65°18'48.50'' W	2025-10-04 12:36:54	
09:36:50	0	141.1	8	0.0	0.3	0.00	5.762	32.865	33.472	1474.17	1027.03	53.415	42°52'40.79'' N	65°18'48.49'' W	2025-10-04 12:36:55	
09:36:51	0	141.7	8	0.0	0.5	0.00	5.763	32.869	33.476	1474.19	1027.03	53.421	42°52'40.79'' N	65°18'48.49'' W	2025-10-04 12:36:56	
09:36:52	0	142.2	8	0.0	0.7	0.00	5.792	32.906	33.489	1474.33	1027.04	53.431	42°52'40.79'' N	65°18'48.48'' W	2025-10-04 12:36:57	
09:36:53	0	142.5	8	0.1	0.5	20.00	5.805	32.915	33.486	1474.39	1027.04	53.424	42°52'40.79'' N	65°18'48.47'' W	2025-10-04 12:36:58	
09:36:54	0	143.0	8	0.1	0.4	25.00	5.825	32.939	33.493	1474.48	1027.04	53.427	42°52'40.79'' N	65°18'48.47'' W	2025-10-04 12:36:59	
09:36:55	0	143.4	8	0.1	0.3	33.33	5.837	32.953	33.496	1474.54	1027.05	53.428	42°52'40.79'' N	65°18'48.46'' W	2025-10-04 12:37:00	
09:36:56	0	143.8	8	0.1	0.3	33.33	5.821	32.929	33.485	1474.47	1027.04	53.418	42°52'40.79'' N	65°18'48.46'' W	2025-10-04 12:37:01	
